,Name,Credit Score,Loan Type,Loan Amount,Loan Term,Interest Rate,EMI,Days Left to Pay Current EMI,Delayed Payment,Payment Dates,Payment Modes,Outstanding Balance
2242,Tanya Datta,817,Home Loan,80081,13,0.23,7017.9,10,Yes,"['2023-5-21', '2023-6-24', '2023-7-18', '2023-8-4']","['Debit Card', 'Cash', 'Credit Card', 'Debit Card']",52009.4
2243,Hrishita Wali,469,Home Loan,22752,12,0.21,2118.52,4,No,['2023-5-22'],['Debit Card'],20633.48
2244,Suhana Sood,721,Personal Loan,29483,14,0.14,2294.83,15,Yes,"['2023-5-24', '2023-6-25']","['Credit Card', 'Net Banking']",24893.34
2245,Yashvi Date,768,Home Loan,31415,15,0.11,2251.19,1,No,"['2023-5-19', '2023-6-25', '2023-7-20', '2023-8-7', '2023-9-2', '2023-10-22', '2023-11-19', '2023-12-5', '2024-1-9', '2024-2-24', '2024-3-27']","['Debit Card', 'Net Banking', 'Net Banking', 'UPI', 'UPI', 'UPI', 'Cash', 'Net Banking', 'Cash', 'Credit Card', 'Cash']",6651.91
2246,Dhanuk Verma,400,Home Loan,24673,4,0.28,6532.21,14,No,"['2023-5-6', '2023-6-2', '2023-7-19']","['UPI', 'UPI', 'UPI']",5076.369999999999
2247,Romil Deshpande,307,Auto Loan,45208,11,0.24,4619.26,7,Yes,"['2023-5-14', '2023-6-17', '2023-7-9', '2023-8-6']","['UPI', 'Cash', 'Debit Card', 'Credit Card']",26730.96
2248,Onkar Taneja,527,Personal Loan,74370,14,0.25,6179.19,1,Yes,"['2023-5-14', '2023-6-8', '2023-7-25', '2023-8-21', '2023-9-24', '2023-10-11', '2023-11-20', '2023-12-20']","['Net Banking', 'Net Banking', 'Net Banking', 'Cash', 'Debit Card', 'UPI', 'Credit Card', 'Cash']",24936.480000000003
2249,Indrans Mander,647,Auto Loan,13199,7,0.29,2072.19,5,Yes,[],[],13199.0
2250,Yashvi Sodhi,555,Personal Loan,43743,9,0.28,5444.8,9,No,[],[],43743.0
2251,Shlok Ratti,439,Home Loan,15931,7,0.26,2477.32,13,No,"['2023-5-7', '2023-6-17', '2023-7-12']","['Credit Card', 'Credit Card', 'Credit Card']",8499.039999999999
2252,Biju Lata,555,Auto Loan,39093,5,0.2,8213.84,6,No,['2023-5-12'],['Debit Card'],30879.16
2253,Ayesha Dube,807,Personal Loan,47289,11,0.16,4650.51,8,No,"['2023-5-18', '2023-6-21', '2023-7-4', '2023-8-9', '2023-9-22', '2023-10-11', '2023-11-8', '2023-12-8', '2024-1-23']","['UPI', 'UPI', 'Cash', 'Debit Card', 'Cash', 'Credit Card', 'Credit Card', 'Debit Card', 'Credit Card']",5434.409999999996
2254,Vardaniya Rajagopalan,404,Personal Loan,49064,9,0.29,6131.24,3,Yes,['2023-5-27'],['UPI'],42932.76
2255,Lakshit Shenoy,395,Home Loan,22993,14,0.27,1932.84,13,No,"['2023-5-20', '2023-6-5', '2023-7-24', '2023-8-16']","['Net Banking', 'Debit Card', 'Cash', 'Debit Card']",15261.64
2256,Inaaya  Comar,306,Auto Loan,41675,15,0.12,3005.76,4,No,"['2023-5-26', '2023-6-4', '2023-7-12', '2023-8-23', '2023-9-27']","['UPI', 'UPI', 'Credit Card', 'Cash', 'Credit Card']",26646.199999999997
2257,Rohan Sha,535,Personal Loan,59812,8,0.14,7874.33,11,No,"['2023-5-17', '2023-6-11', '2023-7-15', '2023-8-5', '2023-9-1']","['Credit Card', 'Cash', 'Cash', 'Net Banking', 'Credit Card']",20440.35
2258,Fateh Issac,527,Personal Loan,82869,15,0.24,6449.32,12,No,"['2023-5-22', '2023-6-27', '2023-7-9', '2023-8-5', '2023-9-11', '2023-10-28', '2023-11-1', '2023-12-17', '2024-1-24', '2024-2-22', '2024-3-23']","['Debit Card', 'UPI', 'Cash', 'Cash', 'UPI', 'Credit Card', 'Debit Card', 'Net Banking', 'Net Banking', 'Cash', 'Credit Card']",11926.48000000001
2259,Hansh Chokshi,766,Auto Loan,27900,4,0.19,7253.26,9,No,['2023-5-23'],['UPI'],20646.739999999998
2260,Miraya Bajaj,639,Home Loan,17632,15,0.16,1304.72,13,No,"['2023-5-24', '2023-6-21', '2023-7-7', '2023-8-15', '2023-9-10', '2023-10-12', '2023-11-22', '2023-12-9', '2024-1-8', '2024-2-26', '2024-3-3', '2024-4-3']","['Cash', 'Cash', 'Debit Card', 'Net Banking', 'Credit Card', 'UPI', 'UPI', 'Credit Card', 'Net Banking', 'UPI', 'Net Banking', 'Net Banking']",1975.3600000000006
2261,Nayantara Mand,480,Auto Loan,55953,13,0.24,4930.49,9,Yes,"['2023-5-26', '2023-6-22', '2023-7-15', '2023-8-24', '2023-9-22', '2023-10-26', '2023-11-13', '2023-12-23', '2024-1-14', '2024-2-13', '2024-3-28', '2024-4-12', '2024-5-2']","['UPI', 'Net Banking', 'Credit Card', 'Debit Card', 'Debit Card', 'Credit Card', 'Credit Card', 'UPI', 'UPI', 'Net Banking', 'Cash', 'Debit Card', 'UPI']",-8143.369999999995
2262,Ishita Bhatia,445,Auto Loan,38491,13,0.23,3373.16,5,Yes,"['2023-5-14', '2023-6-25', '2023-7-10', '2023-8-23', '2023-9-21', '2023-10-8', '2023-11-24', '2023-12-22']","['Net Banking', 'UPI', 'Cash', 'Net Banking', 'Credit Card', 'Net Banking', 'Debit Card', 'Cash']",11505.720000000001
2263,Hazel Bora,743,Personal Loan,78786,11,0.1,7525.43,9,Yes,['2023-5-6'],['UPI'],71260.57
2264,Rati Bandi,688,Auto Loan,44147,1,0.22,44956.36,8,Yes,['2023-5-20'],['Debit Card'],-809.3600000000006
2265,Alia Dhillon,542,Personal Loan,33349,5,0.28,7143.86,5,Yes,"['2023-5-20', '2023-6-24', '2023-7-16', '2023-8-19']","['Cash', 'Net Banking', 'Debit Card', 'Debit Card']",4773.560000000001
2266,Vanya Khare,304,Personal Loan,68648,8,0.19,9203.6,3,Yes,"['2023-5-6', '2023-6-3', '2023-7-11', '2023-8-13', '2023-9-6', '2023-10-14']","['Debit Card', 'Net Banking', 'Cash', 'Cash', 'Net Banking', 'UPI']",13426.399999999994
2267,Taran Solanki,694,Personal Loan,45127,15,0.18,3382.01,7,Yes,"['2023-5-17', '2023-6-8', '2023-7-27', '2023-8-15', '2023-9-27', '2023-10-7', '2023-11-12', '2023-12-16', '2024-1-1', '2024-1-24', '2024-2-19']","['Net Banking', 'Credit Card', 'Cash', 'UPI', 'Debit Card', 'Credit Card', 'Net Banking', 'Credit Card', 'Debit Card', 'UPI', 'Cash']",7924.889999999999
2268,Raunak Char,516,Home Loan,75891,12,0.22,7102.97,5,No,"['2023-5-14', '2023-6-27', '2023-7-14', '2023-8-16', '2023-9-16', '2023-10-25', '2023-11-8']","['Cash', 'UPI', 'Net Banking', 'Cash', 'Debit Card', 'Debit Card', 'Debit Card']",26170.21
2269,Damini Mahajan,666,Personal Loan,12482,14,0.26,1043.17,6,Yes,"['2023-5-10', '2023-6-3', '2023-7-5', '2023-8-22', '2023-9-3', '2023-10-12', '2023-11-23', '2023-12-15', '2024-1-23', '2024-2-10', '2024-3-3']","['Net Banking', 'Credit Card', 'Cash', 'Cash', 'UPI', 'Credit Card', 'Net Banking', 'Credit Card', 'UPI', 'Credit Card', 'UPI']",1007.1299999999992
2270,Aradhya Tak,806,Personal Loan,69256,15,0.2,5256.39,3,No,"['2023-5-9', '2023-6-11', '2023-7-5', '2023-8-7', '2023-9-1', '2023-10-17', '2023-11-7', '2023-12-17', '2024-1-28']","['UPI', 'Credit Card', 'UPI', 'Debit Card', 'Cash', 'Net Banking', 'Credit Card', 'Net Banking', 'Credit Card']",21948.489999999998
2271,Lagan Gokhale,781,Auto Loan,93699,1,0.18,95104.49,15,Yes,[],[],93699.0
2272,Nayantara Ramesh,449,Home Loan,29834,2,0.29,15459.89,3,No,[],[],29834.0
2273,Divit Kota,399,Auto Loan,78168,6,0.26,14033.6,7,Yes,"['2023-5-16', '2023-6-27', '2023-7-25']","['UPI', 'Net Banking', 'UPI']",36067.2
2274,Dhanush Acharya,310,Auto Loan,59447,9,0.2,7167.78,8,Yes,"['2023-5-20', '2023-6-6', '2023-7-28', '2023-8-21', '2023-9-22', '2023-10-12']","['Debit Card', 'Debit Card', 'Debit Card', 'Cash', 'Debit Card', 'Credit Card']",16440.32
2275,Yuvaan Dhar,592,Auto Loan,76181,2,0.27,39380.82,2,Yes,['2023-5-26'],['Cash'],36800.18
2276,Eshani Iyengar,534,Auto Loan,85961,7,0.2,13112.35,9,No,['2023-5-8'],['Cash'],72848.65
2277,Seher Sabharwal,528,Auto Loan,64348,5,0.16,13388.93,1,No,[],[],64348.0
2278,Adira Handa,631,Auto Loan,26399,6,0.22,4686.43,15,Yes,[],[],26399.0
2279,Indrajit Gill,605,Home Loan,38553,2,0.23,19832.45,9,No,['2023-5-5'],['UPI'],18720.55
2280,Umang Kulkarni,715,Home Loan,44559,9,0.16,5286.89,11,Yes,"['2023-5-14', '2023-6-10']","['Cash', 'Credit Card']",33985.22
2281,Chirag Deshmukh,694,Home Loan,86409,1,0.24,88137.18,3,No,['2023-5-13'],['Credit Card'],-1728.179999999993
2282,Jayant Andra,584,Auto Loan,32260,13,0.16,2719.28,10,Yes,"['2023-5-23', '2023-6-4', '2023-7-26', '2023-8-16', '2023-9-15', '2023-10-2', '2023-11-18', '2023-12-10', '2024-1-28', '2024-2-11', '2024-3-10']","['Debit Card', 'Debit Card', 'Debit Card', 'Debit Card', 'Credit Card', 'Cash', 'Net Banking', 'Debit Card', 'Debit Card', 'UPI', 'Net Banking']",2347.9199999999983
2283,Jivika Kanda,549,Home Loan,15849,10,0.2,1733.78,14,Yes,"['2023-5-19', '2023-6-28']","['Credit Card', 'Credit Card']",12381.44
2284,Hrishita Bal,753,Home Loan,55837,8,0.24,7622.3,1,No,"['2023-5-17', '2023-6-22']","['UPI', 'Cash']",40592.4
2285,Shanaya Mangat,504,Auto Loan,45797,4,0.22,11978.77,15,No,"['2023-5-23', '2023-6-13', '2023-7-4', '2023-8-7']","['Cash', 'Debit Card', 'Cash', 'Debit Card']",-2118.0800000000017
2286,Advik Comar,693,Personal Loan,25341,2,0.2,12988.14,3,No,[],[],25341.0
2287,Charvi Bedi,713,Personal Loan,18974,6,0.22,3368.32,7,Yes,"['2023-5-11', '2023-6-20', '2023-7-11', '2023-8-2', '2023-9-18']","['Debit Card', 'Credit Card', 'Cash', 'Credit Card', 'Debit Card']",2132.399999999998
2288,Aarush Sachdeva,561,Personal Loan,31970,3,0.26,11121.75,4,No,"['2023-5-6', '2023-6-12', '2023-7-2']","['Debit Card', 'Net Banking', 'Cash']",-1395.25
2289,Urvi Dada,590,Home Loan,92526,14,0.27,7777.95,7,No,"['2023-5-9', '2023-6-17', '2023-7-17', '2023-8-6', '2023-9-23', '2023-10-7', '2023-11-5', '2023-12-18', '2024-1-5', '2024-2-11', '2024-3-27', '2024-4-23', '2024-5-27']","['Credit Card', 'Net Banking', 'Credit Card', 'UPI', 'Net Banking', 'Credit Card', 'Debit Card', 'Cash', 'UPI', 'Cash', 'Credit Card', 'Cash', 'UPI']",-8587.349999999991
2290,Gatik Lalla,637,Auto Loan,69206,8,0.3,9651.98,2,No,"['2023-5-22', '2023-6-11', '2023-7-7', '2023-8-22', '2023-9-14', '2023-10-1']","['Credit Card', 'Net Banking', 'Debit Card', 'Credit Card', 'UPI', 'Cash']",11294.120000000003
2291,Lagan Chand,723,Home Loan,93296,14,0.19,7482.26,7,Yes,"['2023-5-1', '2023-5-19', '2023-6-21', '2023-7-3', '2023-8-18', '2023-9-19', '2023-10-27', '2023-11-1', '2023-12-1', '2023-12-2', '2024-1-19', '2024-2-10']","['Credit Card', 'Debit Card', 'UPI', 'Credit Card', 'Net Banking', 'Cash', 'Cash', 'Net Banking', 'Cash', 'UPI', 'Net Banking', 'Cash']",3508.8800000000047
2292,Manikya Dewan,362,Personal Loan,23090,13,0.27,2068.33,12,No,['2023-5-10'],['Cash'],21021.67
2293,Nayantara Thakur,784,Personal Loan,17604,2,0.17,8989.48,7,Yes,[],[],17604.0
2294,Myra Srinivas,846,Auto Loan,87107,5,0.16,18124.41,11,Yes,"['2023-5-19', '2023-6-28', '2023-7-25']","['Net Banking', 'UPI', 'UPI']",32733.770000000004
2295,Anya Kale,439,Home Loan,26512,15,0.19,1999.54,15,Yes,"['2023-5-7', '2023-6-9', '2023-7-27', '2023-8-9', '2023-9-23', '2023-10-22', '2023-11-2', '2023-12-13', '2024-1-23', '2024-2-20', '2024-3-5']","['UPI', 'Cash', 'UPI', 'UPI', 'UPI', 'UPI', 'Credit Card', 'Net Banking', 'Cash', 'Credit Card', 'Debit Card']",4517.060000000001
2296,Ranbir Savant,315,Home Loan,45784,14,0.29,3893.64,2,Yes,"['2023-5-18', '2023-6-20', '2023-7-8', '2023-8-23']","['Net Banking', 'Cash', 'Debit Card', 'Cash']",30209.440000000002
2297,Dishani Chaudry,334,Home Loan,51683,15,0.21,3947.41,3,Yes,"['2023-5-14', '2023-6-9']","['Net Banking', 'Credit Card']",43788.18
2298,Saanvi Suri,564,Personal Loan,85177,14,0.17,6750.19,2,No,"['2023-5-13', '2023-6-22', '2023-7-1', '2023-7-14', '2023-8-5', '2023-9-14', '2023-10-9', '2023-11-7', '2023-12-12', '2024-1-5', '2024-2-7', '2024-3-26', '2024-4-2', '2024-5-4']","['UPI', 'Cash', 'Cash', 'Cash', 'Debit Card', 'Cash', 'Debit Card', 'UPI', 'Debit Card', 'UPI', 'Credit Card', 'UPI', 'UPI', 'Credit Card']",-9325.659999999989
2299,Nakul Sinha,516,Home Loan,83290,13,0.11,6825.53,12,No,"['2023-5-7', '2023-6-24', '2023-7-23', '2023-8-12', '2023-9-11']","['Cash', 'UPI', 'Credit Card', 'Credit Card', 'Debit Card']",49162.35
2300,Dishani Ravel,414,Personal Loan,52343,5,0.13,10811.27,13,No,"['2023-5-2', '2023-6-15', '2023-7-22', '2023-8-23', '2023-9-11']","['Credit Card', 'Cash', 'Debit Card', 'Credit Card', 'Cash']",-1713.3500000000058
2301,Mishti Dyal,365,Auto Loan,57580,14,0.16,4535.94,15,No,"['2023-5-7', '2023-6-16', '2023-7-22', '2023-8-3', '2023-9-26', '2023-10-17', '2023-11-22', '2023-12-14', '2024-1-20', '2024-2-6', '2024-3-9', '2024-4-7', '2024-5-25', '2024-6-28']","['UPI', 'Net Banking', 'Cash', 'UPI', 'Credit Card', 'Debit Card', 'Cash', 'UPI', 'Debit Card', 'Debit Card', 'Credit Card', 'Cash', 'UPI', 'Debit Card']",-5923.159999999996
2302,Misha Dugar,590,Home Loan,55078,7,0.12,8186.15,8,No,['2023-5-3'],['UPI'],46891.85
2303,Anahi Sahota,350,Auto Loan,29718,12,0.19,2738.71,8,Yes,[],[],29718.0
2304,Kartik Keer,562,Personal Loan,99875,8,0.12,13052.69,3,Yes,"['2023-5-10', '2023-6-21', '2023-7-6', '2023-8-11', '2023-9-2', '2023-10-18', '2023-11-25', '2023-12-26']","['Cash', 'Credit Card', 'Net Banking', 'Net Banking', 'UPI', 'UPI', 'Cash', 'Debit Card']",-4546.520000000004
2305,Biju Mangat,375,Personal Loan,64774,8,0.27,8937.82,13,Yes,['2023-5-25'],['UPI'],55836.18
2306,Samiha Vasa,553,Auto Loan,88820,13,0.11,7278.71,6,No,"['2023-5-5', '2023-6-17', '2023-7-3']","['Credit Card', 'Debit Card', 'UPI']",66983.87
2307,Jayan Bhargava,533,Home Loan,99590,10,0.16,10703.83,4,No,"['2023-5-5', '2023-6-21', '2023-7-14', '2023-8-10', '2023-9-19', '2023-10-7', '2023-11-6']","['Credit Card', 'Net Banking', 'UPI', 'Net Banking', 'Net Banking', 'Credit Card', 'Net Banking']",24663.190000000002
2308,Eva Tara,334,Home Loan,28557,13,0.14,2380.25,15,Yes,"['2023-5-14', '2023-6-19', '2023-7-24', '2023-8-20', '2023-9-24', '2023-10-28', '2023-11-28', '2023-12-14', '2024-1-8', '2024-2-19', '2024-3-5']","['Net Banking', 'Cash', 'Cash', 'Cash', 'Credit Card', 'Debit Card', 'Debit Card', 'Credit Card', 'Net Banking', 'Debit Card', 'Cash']",2374.25
2309,Dhanush Thakur,626,Personal Loan,27211,3,0.15,9298.03,12,Yes,"['2023-5-27', '2023-6-3', '2023-7-19']","['UPI', 'Cash', 'UPI']",-683.0900000000038
2310,Neelofar Jhaveri,788,Home Loan,67790,9,0.27,8404.72,1,No,"['2023-5-16', '2023-6-27', '2023-7-22', '2023-8-1', '2023-8-7']","['Net Banking', 'Credit Card', 'Credit Card', 'Cash', 'Cash']",25766.4
2311,Sahil Cheema,539,Auto Loan,74670,11,0.22,7557.48,11,Yes,[],[],74670.0
2312,Samarth Agate,388,Auto Loan,85159,5,0.24,18067.2,14,No,"['2023-5-3', '2023-6-13', '2023-7-28', '2023-8-26']","['Debit Card', 'Cash', 'Net Banking', 'Cash']",12890.199999999997
2313,Dharmajan Sheth,636,Auto Loan,12069,5,0.11,2480.58,15,Yes,"['2023-5-3', '2023-6-1']","['Cash', 'UPI']",7107.84
2314,Zaina Chada,603,Auto Loan,79090,2,0.2,40536.35,6,No,[],[],79090.0
2315,Eshani Ranganathan,467,Home Loan,19798,14,0.16,1559.61,15,Yes,"['2023-5-18', '2023-6-25', '2023-7-11', '2023-8-6']","['Credit Card', 'Debit Card', 'Net Banking', 'Net Banking']",13559.560000000001
2316,Tejas Ghosh,665,Home Loan,65249,10,0.12,6889.12,1,No,"['2023-5-24', '2023-6-28', '2023-7-8', '2023-8-13', '2023-9-12']","['UPI', 'Cash', 'Cash', 'Net Banking', 'Net Banking']",30803.4
2317,Divyansh Bail,816,Personal Loan,43433,9,0.29,5427.57,9,No,"['2023-5-13', '2023-6-13', '2023-7-23', '2023-8-20', '2023-9-12', '2023-10-22']","['UPI', 'Cash', 'Cash', 'Debit Card', 'Credit Card', 'Net Banking']",10867.580000000002
2318,Vivaan Chaudhary,582,Home Loan,13211,12,0.18,1211.18,5,No,['2023-5-20'],['Debit Card'],11999.82
2319,Onkar Virk,692,Home Loan,57009,3,0.2,19639.92,1,No,['2023-5-6'],['Debit Card'],37369.08
2320,Alia Mammen,550,Home Loan,57395,2,0.15,29236.69,13,No,['2023-5-4'],['Cash'],28158.31
2321,Tara Bala,481,Personal Loan,24793,14,0.22,2024.01,8,No,"['2023-5-25', '2023-6-24', '2023-7-3', '2023-8-14', '2023-9-3', '2023-10-12', '2023-11-15', '2023-12-22', '2024-1-12']","['UPI', 'Credit Card', 'UPI', 'Cash', 'Credit Card', 'Credit Card', 'Debit Card', 'Cash', 'Cash']",6576.91
2322,Miraya Ramakrishnan,814,Auto Loan,59304,7,0.2,9046.13,5,Yes,"['2023-5-9', '2023-6-21']","['Cash', 'Cash']",41211.740000000005
2323,Kiaan Rama,834,Home Loan,11861,9,0.25,1458.94,12,Yes,"['2023-5-19', '2023-6-13', '2023-7-17', '2023-8-19', '2023-9-2', '2023-10-21', '2023-11-9', '2023-12-7', '2024-1-4']","['Credit Card', 'Debit Card', 'Net Banking', 'Credit Card', 'Net Banking', 'Credit Card', 'Debit Card', 'Credit Card', 'UPI']",-1269.460000000001
2324,Rati Badami,703,Auto Loan,73267,13,0.21,6350.26,13,No,"['2023-5-22', '2023-6-16']","['Net Banking', 'Debit Card']",60566.479999999996
2325,Kaira Kalla,420,Home Loan,48417,6,0.22,8595.13,7,No,['2023-5-26'],['Credit Card'],39821.87
2326,Navya Sathe,330,Personal Loan,13109,15,0.27,1039.39,8,Yes,"['2023-5-25', '2023-6-19', '2023-7-6', '2023-8-11', '2023-9-22', '2023-10-9', '2023-11-11', '2023-12-22', '2024-1-19', '2024-2-5']","['Credit Card', 'Credit Card', 'Cash', 'Credit Card', 'UPI', 'Credit Card', 'UPI', 'Credit Card', 'UPI', 'Credit Card']",2715.0999999999985
2327,Samarth Hans,528,Home Loan,83727,1,0.23,85331.77,14,Yes,[],[],83727.0
2328,Yuvaan Kalita,834,Personal Loan,45752,3,0.19,15736.13,8,Yes,"['2023-5-10', '2023-6-12']","['Net Banking', 'Cash']",14279.740000000002
2329,Tushar Dua,635,Home Loan,65704,14,0.27,5523.23,12,Yes,"['2023-5-27', '2023-6-20', '2023-7-16', '2023-8-13', '2023-9-26', '2023-10-21', '2023-11-28', '2023-12-9', '2024-1-3', '2024-2-6']","['Cash', 'Net Banking', 'Cash', 'Net Banking', 'Debit Card', 'Cash', 'Net Banking', 'Cash', 'Net Banking', 'Debit Card']",10471.700000000004
2330,Vardaniya Mani,684,Personal Loan,98482,14,0.24,8134.81,15,Yes,"['2023-5-2', '2023-6-28', '2023-7-15', '2023-8-15']","['UPI', 'Net Banking', 'Debit Card', 'Credit Card']",65942.76
2331,Bhavin Thakur,719,Personal Loan,79003,12,0.29,7662.97,13,No,"['2023-5-4', '2023-6-22', '2023-7-8', '2023-8-5', '2023-9-3', '2023-10-5', '2023-11-25', '2023-12-2', '2024-1-12', '2024-2-22', '2024-3-3', '2024-4-11']","['Cash', 'Cash', 'Net Banking', 'UPI', 'Credit Card', 'Cash', 'Credit Card', 'UPI', 'UPI', 'Cash', 'Cash', 'UPI']",-12952.64
2332,Hansh Master,753,Home Loan,67438,9,0.25,8295.09,8,Yes,[],[],67438.0
2333,Zara Banerjee,783,Personal Loan,10184,8,0.22,1380.25,4,Yes,"['2023-5-2', '2023-6-6', '2023-7-13', '2023-8-3', '2023-9-2', '2023-10-11', '2023-11-9', '2023-12-9']","['UPI', 'Net Banking', 'Net Banking', 'Credit Card', 'Credit Card', 'Credit Card', 'Cash', 'Credit Card']",-858.0
2334,Anay Ramanathan,572,Home Loan,50463,12,0.13,4507.22,1,Yes,"['2023-5-19', '2023-6-19', '2023-7-28', '2023-8-27', '2023-9-9', '2023-10-13']","['Credit Card', 'UPI', 'Debit Card', 'Cash', 'Cash', 'Cash']",23419.68
2335,Baiju Iyer,437,Auto Loan,58665,10,0.3,6702.99,4,No,"['2023-5-7', '2023-6-21', '2023-7-24', '2023-8-27', '2023-9-9']","['Net Banking', 'Net Banking', 'Net Banking', 'Debit Card', 'Debit Card']",25150.050000000003
2336,Lavanya Uppal,442,Personal Loan,96422,9,0.26,11907.34,8,Yes,['2023-5-9'],['Cash'],84514.66
2337,Kaira Zacharia,397,Home Loan,32077,3,0.19,11032.7,12,Yes,"['2023-5-16', '2023-6-27', '2023-7-16']","['Debit Card', 'UPI', 'Debit Card']",-1021.1000000000058
2338,Diya Khurana,409,Home Loan,91676,2,0.27,47390.77,8,Yes,['2023-5-4'],['Net Banking'],44285.23
2339,Rasha Keer,442,Personal Loan,60059,15,0.23,4645.03,4,Yes,"['2023-5-23', '2023-6-8', '2023-7-2', '2023-8-3', '2023-9-20', '2023-10-2', '2023-11-19', '2023-12-2', '2024-1-13', '2024-2-9']","['Debit Card', 'Cash', 'Debit Card', 'UPI', 'Net Banking', 'Cash', 'Cash', 'Cash', 'Net Banking', 'Debit Card']",13608.700000000004
2340,Krish Soman,560,Home Loan,38950,15,0.27,3088.29,5,No,"['2023-5-6', '2023-6-18', '2023-7-25', '2023-8-14', '2023-9-13', '2023-10-17', '2023-11-21', '2023-12-13', '2024-1-20', '2024-2-5', '2024-3-17', '2024-4-16', '2024-5-13']","['Net Banking', 'Debit Card', 'UPI', 'UPI', 'Debit Card', 'Debit Card', 'Net Banking', 'Credit Card', 'Credit Card', 'Cash', 'UPI', 'Credit Card', 'UPI']",-1197.7699999999968
2341,Devansh Kale,825,Auto Loan,94735,7,0.18,14357.67,15,No,[],[],94735.0
2342,Saira Balay,469,Personal Loan,32194,8,0.11,4192.02,10,No,"['2023-5-19', '2023-6-4', '2023-7-17', '2023-8-2', '2023-9-6']","['Cash', 'Debit Card', 'Debit Card', 'Debit Card', 'Credit Card']",11233.899999999998
2343,Ryan Dewan,423,Personal Loan,93984,7,0.26,14614.83,6,Yes,['2023-5-6'],['Debit Card'],79369.17
2344,Amani Sen,803,Home Loan,66108,15,0.12,4767.96,7,Yes,[],[],66108.0
2345,Krish Grewal,486,Personal Loan,28975,8,0.12,3786.75,10,No,"['2023-5-18', '2023-6-1', '2023-7-22', '2023-8-8', '2023-9-20', '2023-10-8']","['UPI', 'Net Banking', 'UPI', 'Net Banking', 'Credit Card', 'Cash']",6254.5
2346,Aradhya Kashyap,427,Home Loan,89987,8,0.25,12328.27,8,No,"['2023-5-6', '2023-6-27', '2023-7-24', '2023-8-24', '2023-9-10']","['UPI', 'Cash', 'Credit Card', 'Cash', 'UPI']",28345.649999999994
2347,Rasha Rajagopalan,545,Personal Loan,23162,12,0.24,2190.19,12,Yes,"['2023-5-10', '2023-6-6', '2023-7-18', '2023-8-23', '2023-9-17', '2023-10-8', '2023-11-27', '2023-12-7', '2024-1-25', '2024-2-19']","['Debit Card', 'Cash', 'Net Banking', 'UPI', 'Credit Card', 'Debit Card', 'Net Banking', 'UPI', 'Net Banking', 'Credit Card']",1260.0999999999985
2348,Dharmajan Dhingra,670,Home Loan,22101,7,0.19,3360.39,1,Yes,"['2023-5-2', '2023-6-6', '2023-7-19', '2023-8-23']","['Cash', 'UPI', 'Credit Card', 'UPI']",8659.44
2349,Nitya Chaudhary,637,Auto Loan,80482,14,0.26,6726.2,2,Yes,"['2023-5-20', '2023-6-19']","['Net Banking', 'Net Banking']",67029.6
2350,Akarsh Dhillon,315,Personal Loan,20775,9,0.22,2525.05,5,No,['2023-5-5'],['Net Banking'],18249.95
2351,Nehmat Sarna,618,Auto Loan,37941,9,0.26,4685.41,1,No,[],[],37941.0
2352,Azad Varkey,652,Home Loan,26787,4,0.22,7006.47,2,Yes,"['2023-5-21', '2023-6-18']","['UPI', 'Net Banking']",12774.06
2353,Kartik Ahuja,332,Auto Loan,39320,1,0.13,39745.97,13,Yes,['2023-5-25'],['Cash'],-425.97000000000116
2354,Prisha Gola,827,Home Loan,29008,12,0.23,2728.97,10,No,"['2023-5-13', '2023-6-15', '2023-7-4', '2023-8-28', '2023-9-10', '2023-10-28', '2023-11-22', '2023-12-27']","['Debit Card', 'Net Banking', 'Debit Card', 'Cash', 'Cash', 'Net Banking', 'Debit Card', 'UPI']",7176.240000000002
2355,Devansh Dar,405,Home Loan,23453,13,0.25,2078.01,12,No,"['2023-5-4', '2023-6-4']","['Net Banking', 'Cash']",19296.98
2356,Indrajit Bobal,663,Home Loan,90079,10,0.3,10292.32,5,Yes,"['2023-5-20', '2023-6-26', '2023-7-28', '2023-8-19', '2023-9-13', '2023-10-13', '2023-11-1', '2023-12-24', '2024-1-5', '2024-2-8']","['Cash', 'Debit Card', 'Net Banking', 'Credit Card', 'UPI', 'Cash', 'UPI', 'Cash', 'Credit Card', 'Net Banking']",-12844.199999999997
2357,Kismat Buch,507,Personal Loan,49184,4,0.2,12812.57,7,No,"['2023-5-5', '2023-6-23']","['Credit Card', 'UPI']",23558.86
2358,Kashvi Sahota,844,Home Loan,41362,13,0.15,3467.0,3,No,"['2023-5-12', '2023-6-3', '2023-7-3', '2023-8-22', '2023-9-24', '2023-10-18', '2023-11-4', '2023-12-2']","['Credit Card', 'Credit Card', 'Cash', 'Cash', 'UPI', 'Credit Card', 'Credit Card', 'Credit Card']",13626.0
2359,Veer Basak,303,Home Loan,77611,3,0.16,26563.25,11,No,[],[],77611.0
2360,Aaina Chaudry,686,Home Loan,59851,4,0.21,15623.05,1,No,"['2023-5-14', '2023-6-14', '2023-7-2']","['Cash', 'Debit Card', 'Net Banking']",12981.850000000006
2361,Kaira Vohra,456,Home Loan,39052,6,0.26,7011.05,11,No,"['2023-5-8', '2023-6-3', '2023-7-18']","['Debit Card', 'UPI', 'UPI']",18018.85
